Vendor,Country,Name 1,Name 2,Name 3,Name 4,City,District,PO Box,P.O. Box Postal Code,Postal Code,Region,Search term,Street,Address,Name 1,Name 2,City,Title,Train station,Int. location no. 1,Int. location no. 2,Authorization Group,Industry,Check digit,Data line,DME indicator,Instruction key,Created on,Created by,PBC/ISR number,Group key,Account group,Customer,Alternative Payee,Central deletion flag,Central posting block,Central purchasing block,Language Key,Tax Number 1,Tax Number 2,Sales equalizatn tax,Liable for VAT,Telebox number,Telephone 1,Telephone 2,Fax Number,Teletex number,Telex number,One-time account,Payee in Document,Trading Partner No.,Fiscal address,VAT Registration No.,Natural Person,Block Function,Place of birth,Date of Birth,Sex,Credit Information Number,Last External Review,Actual QM System,Reference Acct Group,P.O. Box city,Plant,Vendor sub-range relevant,Plant level relevant,Factory Calendar,Status of Data Transfer to Next Release,Tax Jurisdiction,Payment block,SCAC,Carrier freight grp,Transportation Zone,Accts for Alt. Payee,ServAgntProcGrp,Tax type,Tax number type,Social Insurance,Social Ins. Code,Tax Number 3,Tax Number 4,Tax Number 5,Tax split,Tax Base,Profession,"Stat. grp, service agent",Ext. manufacturer,URL,Name of Representative,Type of Business,Type of Industry,Confirmation status,Confirmation date,Confirmation time,Central del.block,QM System Valid To,Relevant for POD,Tax Office Responsible,Tax Number at Responsible Tax Authority,Carrier confirmation expected,Micro Company,Terms of Liability,CRC number,Business Purpose Completed Flag,RG Number,Issued by,State,RG Issuing Date,RIC Number,Foreign National Registration,RNE Issuing Date,CNAE,Legal Nature,CRT Number,ICMS Taxpayer,Industry Main Type,Tax Declaration Type,Company Size,Declaration Regimen for PIS/COFINS,Dataelement Exstensibility for Supplier,Capital Amount,Currency,Agency Location Code,Payment Office,PPA Relevant,Processor group,SLAPrepr.Proced,Name 1,Name 2,Name 3,First Name,Title,House number,Street,Date limit: Ext. ID,Annual repetition,Street,House Number,Postal Code,City,Country Key,Business Type,Prtnr's Trading Name,Partner's UTR,Verification Status,Verification Number,Tax Status,Companies House Registration Number,ECC No.,Excise Registration No.,Excise Range,Excise Division,Excise Commissionerate,CST number,LST number,Permanent account number,Exc.Tax Ind. Vendor,SSI status,Type of Vendor,CENVAT Scheme Participant,(Obsolete) Last Changed On ? do not use,(Obsolete) Changed by the user,Service Tax Registration Number,PAN Reference Number,PAN Valid From Date,Vendor for customs,Deductee Reference Number,GST Vendor Classification,Public entity,Deed public use,Social Sec.certificate valid.,Social Sec.certif.submission,CAE code,Absence of debt,Transportation Chain,Staging Time,Scheduling Procedure,CD: Relevant for Collective Numbering
17300273,US,Domestic US Supplier CPD,,,,San Diego,,,,92128-1096,CA,SUP1T,18971 Caminito Cantilena,23432,DOMESTIC US SUPPLIER CPD,,SAN DIEGO,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,CPD,,,,,,EN,,,,,,858 856 4871,,,,,X,,,,,,,,,,,,,,,,,,,X,CA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17386001,US,US TM Carrier1,,,,PITTSBURGH,,,,96332,PA,CARRTM1,Windgap Ave,24076,US TM CARRIER1,,PITTSBURGH,,,0,0,,,0,,,,1/23/2018,S4H_TM_TP,,,SUPL,,,,,,EN,,,,,,4122645632,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17386002,US,US TM Carrier2,,,,Trenton,,,,94040,NJ,CARRTM2,Durand Ave,24094,US TM CARRIER2,,TRENTON,,,0,0,,,0,,,,1/23/2018,S4H_TM_TP,,,SUPL,,,,,,EN,,,,,,6094135511,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17386003,US,US TM Carrier3,,,,Reading,,,,94040,PA,CARRTM3,Spring Street,24096,US TM CARRIER3,,READING,,,0,0,,,0,,,,1/23/2018,S4H_TM_TP,,,SUPL,,,,,,EN,,,,,,6102258564,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17386004,US,US Foods Inc,,,,Jersey City,,,,94040,NJ,US FOODS I,Port Jersey Blvd,24098,US FOODS INC,,JERSEY CITY,,,0,0,,,0,,,,1/23/2018,S4H_TM_TP,,,SUPL,,,,,,EN,,,,,,2018451324,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17386005,US,Domestic US TM Supplier 005,,,,San Francisco,,,,94122,CA,SUPLTM1,4888 Lincoln Way,24643,DOMESTIC US TM SUPPLIER 0,,SAN FRANCISCO,Company,,0,0,,,0,,,,11/13/2018,S4H_TM_MH,,,SUPL,,,,,,EN,,,,,,415-264-5632,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9000000022,DE,Timo Team Member,,,,00000,,,,,,TEAM MEMBE,,24618,TIMO TEAM MEMBER,,00000,Mr.,,0,0,,,0,,,,11/7/2018,BPINST,,,0001,,,,,,EN,,,,,,,,,,,,,,,,X,,,1/1/1978,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000000,US,doe jean,,,,Chicago,,,,60007,IL,JEAN,Swift Rd,23797,DOE JEAN,,CHICAGO,Mr.,,0,0,,,0,,,,10/17/2017,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,10/9/1981,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000010,US,Ocean billy,,,,Palo Alto,,,,94304,CA,BILLY,3475 deer creek road,23891,OCEAN BILLY,,PALO ALTO,Mr.,,0,0,,,0,,,,11/1/2017,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,9/6/1989,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000020,US,Kool Josephine,,,,Palo ALto,,,,94304,CA,JOSEPHINE,666 hail street,23925,KOOL JOSEPHINE,,PALO ALTO,Ms.,,0,0,,,0,,,,11/3/2017,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,9/6/1989,2,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000030,DE,Franz Musterman,,,,Walldorf,,,,69190,,MUSTERMAN,,23947,FRANZ MUSTERMAN,,WALLDORF,Mr.,,0,0,,,0,,,,11/9/2017,S4H_MM,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,1/1/1970,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000064,US,Matthew Carter,,,,Palo Alto,,,,94304,CA,CARTER,Hillview Avenue 4510,24289,MATTHEW CARTER,,PALO ALTO,Mr.,,0,0,,,0,,,,3/28/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,11/19/1969,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000065,US,Barbara Lee,,,,Palo Alto,,,,94304,CA,LEE,Hillview Avenue 4510,24295,BARBARA LEE,,PALO ALTO,Ms.,,0,0,,,0,,,,3/28/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,5/5/1979,2,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000066,US,Ryan Reval,,,,Palo Alto,,,,94304,CA,REVAL,Hillview Avenue 4510,24305,RYAN REVAL,,PALO ALTO,Mr.,,0,0,,,0,,,,3/29/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,5/6/1974,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000067,US,Ann Anderson,,,,Palo Alto,,,,94304,CA,ANDERSON,Hillview Avenue 4510,24315,ANN ANDERSON,,PALO ALTO,Ms.,,0,0,,,0,,,,3/29/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,2/3/1988,2,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000068,US,Peter Best,,,,Palo Alto,,,,94304,CA,BEST,Hillview Avenue 4510,24325,PETER BEST,,PALO ALTO,Mr.,,0,0,,,0,,,,3/29/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,5/19/1983,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000070,US,doe jean,,,,Chicago,,,,60007,IL,JEAN,Swift Rd,24369,DOE JEAN,,CHICAGO,Mr.,,0,0,,,0,,,,4/6/2018,DDIC,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,10/9/1981,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000071,US,Barbara Lee,,,,Palo Alto,,,,94304,CA,LEE,Hillview Avenue 4510,24373,BARBARA LEE,,PALO ALTO,Ms.,,0,0,,,0,,,,4/6/2018,DDIC,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,5/5/1979,2,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000072,US,Matthew Carter,,,,Palo Alto,,,,94304,CA,CARTER,Hillview Avenue,24377,MATTHEW CARTER,,PALO ALTO,Mr.,,0,0,,,0,,,,4/6/2018,DDIC,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,11/19/1969,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000073,US,Ryan Reval,,,,Palo Alto,,,,94304,CA,REVAL,Hillview Avenue 4510,24381,RYAN REVAL,,PALO ALTO,Mr.,,0,0,,,0,,,,4/6/2018,DDIC,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,5/6/1974,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000074,US,Ann Anderson,,,,Palo Alto,,,,94304,CA,ANDERSON,Hillview Avenue 4510,24385,ANN ANDERSON,,PALO ALTO,Ms.,,0,0,,,0,,,,4/6/2018,DDIC,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,2/3/1988,2,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000075,US,Peter Best,,,,Palo Alto,,,,94304,CA,BEST,Hillview Avenue 4510,24389,PETER BEST,,PALO ALTO,Mr.,,0,0,,,0,,,,4/6/2018,DDIC,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,5/19/1985,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000081,DE,Paul Portfolio Manager,,,,00000,,,,,,PORTFOLIO,,24610,PAUL PORTFOLIO MANAGER,,00000,Mr.,,0,0,,,0,,,,11/7/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,1/1/1980,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000090,DE,Peter Project Manager,,,,00000,,,,,,PROJECT MA,,24623,PETER PROJECT MANAGER,,00000,Mr.,,0,0,,,0,,,,11/7/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,11/7/1980,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000091,DE,Tina Team Member,,,,00000,,,,,,TEAM MEMBE,,24607,TINA TEAM MEMBER,,00000,Ms.,,0,0,,,0,,,,11/7/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,7/7/1980,2,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000092,DE,Robert Resource Manager,,,,00000,,,,,,RESOURCE M,,24626,ROBERT RESOURCE MANAGER,,00000,Mr.,,0,0,,,0,,,,11/7/2018,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,10/17/1973,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000100,US,Priyanka mahajan,,,,Chicago,,,,60007,IL,MAHAJAN,USA Street 01,25309,PRIYANKA MAHAJAN,,CHICAGO,,,0,0,,,0,,,,2/26/2020,BPINST,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,1/1/1990,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000110,DE,Manik Dhakate,,,,Walldorf,,,,69190,,DHAKATE,Dietmar-Hopp-Allee 16,25336,MANIK DHAKATE,,WALLDORF,Mr.,,0,0,,,0,,,,4/17/2020,BPINST,,,EMPL,,,,,,DE,,,,,,,,,,,,,,,,X,,,1/1/1980,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000111,DE,Pawan Jha,,,,Walldorf,,,,69190,,JHA,Dietmar-Hopp-Allee 16,25356,PAWAN JHA,,WALLDORF,Mr.,,0,0,,,0,,,,4/17/2020,BPINST,,,EMPL,,,,,,DE,,,,,,,,,,,,,,,,X,,,5/1/1979,1,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
9980000120,US,Kerry Torres,,,,State College,,,,16901,PA,TORRES,2004 University Ave,26549,KERRY TORRES,,STATE COLLEGE,,,0,0,,,0,,,,2/26/2024,HMOHAMMAD,,,EMPL,,,,,,EN,,,,,,,,,,,,,,,,X,,,3/20/1997,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
ABC,US,BPINST,,,,Palo Alto,,,,,,BPINST,,25188,BPINST,,PALO ALTO,Mr.,,0,0,,,0,,,,11/13/2019,BPINST,,,0001,,,,,,EN,,,,,,,,,,,,,,,,X,,,1/1/1999,1,,,,,,,X,X,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
BP1010,DE,WERK 1,,,,Walldorf,,,,69190,BW,EWM,Neurottstr. 16,23837,WERK 1,,WALLDORF,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 3689-0,,,,,,,,,,,,,,,,,,,,1010,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
BP1710,US,Plant 1,,,,Palo Alto,,,,94304,CA,EWM,3475 Deer Creek,23523,PLANT 1,,PALO ALTO,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,DE,,,,,,999 555 6727,,,,,,,,,,,,,,,,,,,,1710,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
EWM10-SU01,DE,EWM-Lieferant 01,,,,Berlin,,,,13089,BE,EWM,Blankenburger Stra e 8,23826,EWM-LIEFERANT 01,,BERLIN,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 361-0,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
EWM17-SU01,US,EWM Supplier 01,,,,Atlanta,,,,30344,GA,EWM,100 Main Street,23514,EWM SUPPLIER 01,,ATLANTA,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,404 456 7890,,,,,,,,,,,,,,,,,,,,,,,,X,GA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF01,US,EV Parts Inc.,,,,New York,NEW YORK,,,10029,NY,VSF01,12 Madisson Avenue,23602,EV PARTS INC.,,NEW YORK,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,NY00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF02,US,WaveCrest Labs,,,,Norwalk,FAIRFIELD,,,06851,CT,VSF02,10 Newton Ave.,23603,WAVECREST LABS,,NORWALK,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,CT00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF03,US,VF Vendor 03,,,,CHICAGO,COOK,,,60611,IL,VSF03,,23604,VF VENDOR 03,,CHICAGO,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,IL00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF04,US,USSU-VSF04,,,,CHICAGO,COOK,,,60606,IL,VSF04,,23605,USSU-VSF04,,CHICAGO,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,IL00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF05,US,VF Vendor 05,,,,PHILADELPHIA,PHILADELPHIA,,,19141,PA,VSF05,,23606,VF VENDOR 05,,PHILADELPHIA,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,PA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF06,US,VF Vendor 06,,,,NORWALK,FAIRFIELD,,,06851,CT,VSF06,,23607,VF VENDOR 06,,NORWALK,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,CT00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF07,US,VF Vendor 07,,,,PHILADELPHIA,PHILADELPHIA,,,19148,PA,VSF07,,23608,VF VENDOR 07,,PHILADELPHIA,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,PA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF08,US,VF Vendor 08,,,,MANVILLE,SOMERSET,,,08835,NJ,VSF08,,23609,VF VENDOR 08,,MANVILLE,Company,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,NJ00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF50,US,BeSafe Inc,,,,Atlanta,ATLANTA,,,30303,GA,USSU-VSF50,,23610,BESAFE INC,,ATLANTA,Mr.,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,X,,,,1,,,,,,,,,,X,GA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
USSU-VSF51,US,MedInc,,,,DesMoines,POLK,,,50306,IA,USSU-VSF51,,23611,MEDINC,,DESMOINES,Mr.,,0,0,,,0,,,,10/7/2017,BPINST,,,LIEF,,,,,,EN,,,,,,,,,,,,,,,,X,,,,1,,,,,,,,,,X,IA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
