Purchasing Document,Company Code,Purch. Doc. Category,Purchasing Doc. Type,Control indicator,Deletion indicator,Status,Created on,Created by,Last Changed,Item Number Interval,Last Item,Vendor,Language Key,Payment terms,Payment in,Payment in,Payment in,Disc.percent 1,Disc.percent 2,Purch. organization,Purchasing Group,Currency,Exchange Rate,Fixed Exchange Rate,Document Date,Validity Per. Start,Validity Period End,Application Close,Quotation Deadline,Binding Period,Warr. Date,Bid invitation,Quotation,Quotation Date,Your Reference,Salesperson,Telephone,Goods Supplier,Customer,Outline agreement,Field Not Used,Complete Delivery,GR Message,Supplying Plant,Receiving Supplier,Incoterms,Incoterms (Part 2),Targ.Val. (Hdr),Distribution Type,Collective Number,Doc. Condition No.,Procedure,Update Group (stats),Invoicing Party,Number of Foreign Trade Data,Our Reference,Logical System,Subitem Interval,Time-dep. conditions,Release group,Release Strategy,Release indicator,Release State,Subject to release,Cntry for Tax Return,Rel. documentation,Address Number,Country Sls Tax No.,VAT Registration No.,Reason for Canc.,Document number,Corr. misc. provis.,Incomplete,Purchasing doc. processing state,Total val. upon release,Version,SCMPROC,Reason Code,Category of Incompleteness,Retention,Retention in Percent,Down Payment,Down Payt Percentage,Down Payment Amount,Due Date for Down Payment,Process ID No.,Part of a Contract Hierarchy,Threshold Value for Exchange Rates,Legal Contract Number,Contract Name,Release Date of Contract,Shipping Type,Handover Location,Shipping Conditions,Incoterms Version,Incoterms Location 1,Incoterms Location 2,Currency,relevant for Intrastat,exclude from Intrastat,Quotation Start Date,Follow-On Document Category,Follow-On Document Type,Ext. Include,ID of External Reference System,External Reference ID,Timestamp for Revision of External Calls,Business Purpose Completed,Document is aged,GUID 32,Counter,Relocation ID,Relocation Step ID,Logical system,Transaction Number,Item Group,Last VAS Item Number,Ord. Sch. Fields Changed Manually,Reference UUID of Transportation Mgmt,Annexing Package key,Annexing Package Extend,Base Date,Annexing Date Type,Annexing start date,deviation percentage,Annexed indicator,Limit date,Char20,New base date,Accountant general method,Do not allow negative annexing,Purch. organization,Known Index Indicator,S1POSTAT Check,Interest indicator,Snapshot Status,Procedure number,Adjustment/contest,Contract Type,Legal competence,Miscellaneous,Despatch,Date,Job,Assessment,Date,Job,Contract,Document Category,Same Delivery Date,Same Plant,Firm Deal Indicator,Take Account of Purch. Group,Take Account of Plnt,Take Account of Contract,Take Account of Item Categ.,Take Account of Fixed-Date Purchases,Consider Budget,Take Account of Alloc. Table Relevance,Take Account of Dlvy Period,Take Account of Delivery Date,Include Vendor Subrange,OTB Check Level,OTB Condition Type,Budget Number,Required Budget,OTB Currency,Reserved Budget,Special Release Budget,OTB Reason Profile for Special Release,Budget Type,OTB Check Status,Reason OTB Status,Type of OTB Check,OTB-Relevant Contract,Indicator Level for Contracts,Distrib. Using Target Value or Item Data
4500000420,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:16,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000990,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"75,911.00",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000421,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:16,10,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000991,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"52,978.24",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000422,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:23,10,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001000,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"393,619.59",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000423,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:23,10,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001001,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"251,670.14",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000424,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:23,10,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001002,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"40,041.40",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000425,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001003,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"25,823.52",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000426,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001004,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"21,714.33",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000427,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001005,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"34,625.22",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000428,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001006,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"99,405.28",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000429,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001007,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"108,481.42",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000430,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,10,USSU-VSF07,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001008,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"22,885.44",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000431,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001009,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"224,842.00",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000432,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001010,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"46,926.80",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000433,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:24,10,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001011,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"36,966.16",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000434,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:33,10,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001020,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"337,388.22",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000435,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:33,10,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001021,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"484,774.45",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000436,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001022,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"27,742.97",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000437,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001023,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"42,290.10",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000438,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001024,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"51,324.78",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000439,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001025,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"38,617.10",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000440,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001026,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"145,284.64",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000441,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001027,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"170,983.96",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000442,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,10,USSU-VSF07,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001028,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"38,619.18",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000443,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001029,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"137,564.00",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000444,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001030,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"57,623.35",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000445,1710,F,NB,,,9,9/29/2019,BPINST,9/29/2019 17:34,10,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,9/29/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001031,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"34,791.68",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000446,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:07,10,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001040,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"233,576.46",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000447,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:07,10,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001041,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"243,418.66",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000448,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:07,10,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001042,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"11,440.40",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000449,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:11,10,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001043,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"233,576.46",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000451,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001045,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"11,440.40",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000452,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001046,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"26,436.42",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000453,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001047,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"15,111.54",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000454,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001048,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"22,389.24",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000455,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001049,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"128,079.88",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000456,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001050,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"164,518.18",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000458,1710,F,NB,,L,9,10/2/2019,BPINST,10/2/2019 21:12,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001052,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"95,370.00",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000459,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001053,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"63,834.25",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000460,1710,F,NB,,,9,10/2/2019,BPINST,10/2/2019 21:12,10,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001054,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"16,407.44",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000461,1710,F,NB,,,9,10/9/2019,S4H_MM,10/9/2019 7:48,10,20,17300001,EN,0004,0,0,0,0.000,0.000,1710,003,USD,"1,00000",,10/9/2019,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,A17001,SAP,17300001,,,,1,,,,,,,US,,,US,,0,,,,05,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
