Material,Created On,Created At Time,Created by,Last Change,Changed by,Compl. maint. status,Maintenance status,DF at client level,Material type,Industry Sector,Material Group,Old material number,Base Unit of Measure,Order Unit,Document,Document type,Doc. Version,Page format,Document change no.,Page number,Number of sheets,Prod./insp. memo,Page format,Size/dimensions,Basic material,Industry Std Desc.,Lab/Office,Purchasing value key,Gross weight,Net weight,Weight unit,Volume,Volume unit,Container reqmts,Storage conditions,Temp. conditions,Low-Level Code,Transportation Group,Haz. material number,Division,Competitor,EAN Number,Number of GR slips,Procurement rule,Source of supply,Season,Label type,Label form,Field deactivated,EAN/UPC,EAN category,Length,Width,Height,Unit of Dimension,Product hierarchy,Stock Transfer Net Change Costing,CAD Indicator,QM in Procur. Active,Allowed pkg weight,Unit of weight,Allowed pkg volume,Volume unit,Excess wt tolerance,Excess volume tol.,Variable Purchase Order Unit,Revision Level Assgd,Material is configurable,Batch management,Packaging Mat. Type,Maximum level,Stackability factor,Matl Grp Pack.Matls,Authorization Group,Valid From,Valid to,Season Year,Price Band Category,With empties BOM,Ext. Material Group,Cross-plant CM,Material Category,Co-product,Follow-up material,Pricing Ref. Matl,X-Plant Material Status,X-distr.chain status,Valid from,Valid from,Tax classification,Catalog Profile,Min. Rem. Shelf Life,Total shelf life,Storage percentage,Content unit,Net contents,ComparisonPriceUnit,Labeling matl grpg,Gross contents,Conversion Method,Internal object no.,Environmentally rlvt,Product allocation,Pricing profile,Qual.f.FreeGoodsDis.,Manufacturer Part No.,Manufacturer,Int. material number,Mfr part profile,Units of meas. usage,Rollout,DG indicator profile,Highly viscous,In bulk/liquid,Serialization level,Closed,Appr.Batch Recd Req.,Assign effect. vals,Material completion level,Period Ind. for SLED,Rounding rule SLED,Product Composition,Gen. item cat. grp,Logistical variants,Material is locked,Indicator for relevance in CM,Assortment List Type,Expiration Date,EAN Variant,Generic Material,Reference matl for packing,GDS-Relevant,Origin Acceptance,Standard HU Type,Pilferable,WH Storage Condition,WH Material Group,Handling Indicator,Relevant for HS,Handling Unit Type,Varb. Tare Weight,Maximum Capacity,Overcapacity Toler.,Max. Pack. Length,Max. Pack. Width,Max. Pack. Height,Unit of Measurement,Country of origin,Material freight grp,Quarant. Per.,Quarantine Time Unit,Quality Inspection Group,Serial No. Profile,Form Name,Logistics Unit of Measure,Material Is a CW Material,CW Profile for CW Quantity,Catch Weight Tolerance Group,Adjustment Profile (Merchandise Distr.),Intellectual Property,Variant Price Allowed,Medium,Commodity,Cont. Non-Textile Parts of Animal Origin,Textile Composition Maintenance Active,Last Changed Time,Material,Chemical Compliance Relevance Indicator,Category of a Logistical Material,Material Number of Sales Material,Identification Tag Type,Segmentation Structure,Segmentation Strategy,Segmentation Status,Segmentation Strategy Scope,Segmentation Relevant,ANP Code,Protected Species Management Code,Fashion Attribute 1,Fashion Attribute 2,Fashion Attribute 3,Season Usage,Season Active in Inventory Management,Material Conv. ID,Dummy Field,Custom Field: High Risk ?,Custom Field: Risk Mitigation,Custom Field: Risk Reason,Product,Product ID,Maturation Time,Reqd Min. Shelf Life,Reqd Max. Shelf Life,Preferred Unit of Measure,Reference Product for Package Building,Product Shape,Product Orientation Profile,Overhang Threshold [%],Bridge Threshold [%],Maximum Slope for Bridges [ ],Absolute Height Threshold,UoM of Absolute Height Threshold,Product for Kit-to-Order,Procure to Order,Push Deployment from Supplier,Inventory Balancing Not Allowed,DRP: Global Stock on Entry Location,Excl. from Express Shipm.,Material Is Activated for CW,Valuation UoM,CW Tolerance Group,Fixed Tare,Ref.Unit of Measure TARE Calculation,Loading Units,Loading Unit Group,Structure Category,Tolerance Type ID,Counting Group,DSD Grouping,Cable Diameter,Unit for Dimensions,Cable Diameter Allowance in Percent,Bending Factor,Inner Width,Outer Diameter,Core Diameter,Load Capacity,R-O Flange Thick.,R-O Flange Height,Coil Delivery,Run-Out Flange,No. Vertical Layers,Smallest Permitted Clearance,Serialization Type,Synchronization Active,Last Synchronization Time,Indicator Changed Since Integration,Profile Relevant Country,Product Category,Tilting Allowed,No Stacking,Only Bottom Layer,Only Top Layer,Stacking Factor,Load without PKM,PKM Overhang Depth,PKM Overhang Width,Max. Stacking Height,Min. Stacking Height,Max.StackH Tolerance,No. Mat / Closed PKM,VSO Unit of Measure,Closed PKM Required,Packaging Code,DG Packaging Status,Duration of Work,Unit,Service Profile,Response Prof.,Billing Cycle,Billing Cycle Determination Rule ID,Assignment Schema,Material Condition Mgmt,Return Code,Return to Logistics Level,NATO Stock Number,Interchangeability Code for Ammunition,RIC ID,Overlength Part Number,Spare Part Class Code,Variable ObjectID,MS Book Part Number,SU Batch Default Value,Goods Rcpt to Posted Single-Unit Bch,Form-Fit-Function class,Supersession chain number,Creation Status,Int. Char. Number,Int. Char. Number,Int. Char. Number,Color,Main Size,Second Size,Free Charact. Value,Care Code,Brand,Component 1,Percentage Share 1,Component 2,Percentage Share 2,Component 3,Percentage Share 3,Component 4,Percentage Share 4,Component 5,Percentage Share 5,Fashion Grade,Material description,Material description
SG-WPR-BLADE-M,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-BLADE-M,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D47A936,4aOsYzUg7jcubn9C7KUfDW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Blade - Medium,WIPER BLADE - MEDIUM
SG-WPR-BLADE-S,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-BLADE-S,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D47C936,4aOsYzUg7jcubn9C7KV9DW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Blade - Small,WIPER BLADE - SMALL
SG-WPR-BOTTLE,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,001,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-BOTTLE,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D47E936,4aOsYzUg7jcubn9C7KVfDW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Bottle,WIPER BOTTLE
SG-WPR-CNTLR,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-CNTLR,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D480936,4aOsYzUg7jcubn9C7KW9DW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Controller,WIPER CONTROLLER
SG-WPR-CNTLR-A,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-CNTLR-A,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D482936,4aOsYzUg7jcubn9C7KWfDW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Controller Automatic,WIPER CONTROLLER AUTOMATIC
SG-WPR-CNTLR-M,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-CNTLR-M,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D484936,4aOsYzUg7jcubn9C7KX9DW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Controller Manual,WIPER CONTROLLER MANUAL
SG-WPR-MOTOR,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,000,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-MOTOR,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D486936,4aOsYzUg7jcubn9C7KXfDW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Motor,WIPER MOTOR
SG-WPR-WHEELBOX,9/26/2019,11:51:34 PM,BPINST,9/27/2019,BPINST,K,K,,HALB,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:52:43 PM,SG-WPR-WHEELBOX,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D488936,4aOsYzUg7jcubn9C7KY9DW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper Wheel Box,WIPER WHEEL BOX
SG1010,9/26/2019,11:59:32 PM,BPINST,10/21/2019,S4H_PP,KEDAGLBCQZX,KEDAGLBCQ,,HALB,M,L003,,L,,,,,,,,0,,,,,,,,4,4,KG,0.000,,,,,001,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:31:42 AM,SG1010,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B89735EA306A0986,4aOsYzUg7jcubpNgC6e9XW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI1010, PD, Silo material with batch","SEMI1010, PD, SILO MATERIAL WITH BATCH"
SG124,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBGA,KLEVDBGA,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,0.500,0.150,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,SG124,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB40DF4CF839FBB,2joT4oH87jUgj0tqpuEVkm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI124,PD,Subassembly","SEMI124,PD,SUBASSEMBLY"
SG1_CP,10/9/2018,12:00:00 AM,BPINST,11/6/2019,S4H_PP,KLEVDBGAZX,KLEVDBGA,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,8.500,8,KG,0.000,,,,,001,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,9:42:17 AM,SG1_CP,Not Decided,,,,,,,,,0,,,,,,,,,,,,0AD0658A6F041ED8B381A06A65690457,2j1bYcy47jYpWQ1gPMa4Lm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"CP-SG1, Shaft","CP-SG1, SHAFT"
SG21,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBGAZX,KLEVDBGA,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,0.500,0.450,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,SG21,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB40E376C4B7FBB,2joT4oH87jUgj0utR4j}km,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI21,PD,RepetitiveManuf.","SEMI21,PD,REPETITIVEMANUF."
SG22,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBG,KLEVDBG,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,0.500,0.450,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,SG22,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB40F1422811FBB,2joT4oH87jUgj0yK8e4Vkm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI22,PD,Phantom","SEMI22,PD,PHANTOM"
SG2200,9/26/2019,11:57:03 PM,BPINST,9/27/2019,BPINST,KVEDAGLBC,KVEDAGLBC,,HALB,M,L003,,KG,,,,,,,,0,,,,,,,,100,90,KG,0.000,,,,,001,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,X,,0,0,,,,,,,,,,,X,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:57:41 PM,SG2200,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B8972AD1E2A4496C,4aOsYzUg7jcubohHugH9R0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI2200,MTS-PI,PD,with Co- & By-Product","SEMI2200,MTS-PI,PD,WITH CO- & BY-PRODUCT"
SG224,10/5/2017,12:00:00 AM,BPINST,9/25/2019,BPINST,KLEVDBGAZX,KLEVDBGA,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,0.500,0.200,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,11:46:23 PM,SG224,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB40EB3089E5FBB,2joT4oH87jUgj0wp29vVkm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI224,MTO,PD,Subassembly","SEMI224,MTO,PD,SUBASSEMBLY"
SG23,10/5/2017,12:00:00 AM,BPINST,9/27/2019,BPINST,KLEVDBG,KLEVDBG,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,0.500,0.450,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:41:40 AM,SG23,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB4112AF6BFDFDD,2joT4oH87jUgj14gzh}VtG,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI23,PD,Subcontracting","SEMI23,PD,SUBCONTRACTING"
SG233,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLEVDBGAZX,KLEVDBGA,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,0.500,0.150,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:26:13 PM,SG233,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481EE7AABF2EC256E51863,2joT4oH87kUglox2LkKOOm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI233,PD,KANBAN, REM","SEMI233,PD,KANBAN, REM"
SG234,9/25/2019,11:48:52 PM,BPINST,9/27/2019,BPINST,KVEDAGLB,KVEDAGLB,,HALB,M,L003,,PC,,,,,,,,0,,,,,,,,0.500,0.500,KG,0.000,,,,,001,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:42:23 AM,SG234,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1EE9B7FDE0F00DDD6209,4aOsYzUg7kct}U3m3TrY2G,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"SEMI233,PD,KANBAN, MTS","SEMI233,PD,KANBAN, MTS"
SG24,10/5/2017,12:00:00 AM,BPINST,9/27/2019,BPINST,KLEVDBGCAZX,KLEVDBGCA,,HALB,M,L003,,CCM,,,,,,,,0,,,,,,,,7,3,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:38:48 AM,SG24,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB40F64DCA9FFBB,2joT4oH87jUgj0zatAd}km,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Dummy Text,DUMMY TEXT
