Purchasing Document,Item,Seq. No. of Account Assgt,Trans./event type,Material Doc. Year,Material Document,Material Doc.Item,PO History Category,Movement type,Posting Date,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Currency,GR/IR clearing value in local currency,GR Blck.Stock in OUn,GR blocked stck.OPUn,Debit/Credit ind,Valuation Type,Delivery Completed,Reference,Fisc. Year Ref. Doc.,Reference Document,Reference Doc. Item,Reason for Movement,Entry Date,Time of Entry,Invoice Value,Compliance with Shipping Instr.,Invoice Value in FC,Material,Plant,RevGR despite IR,Sequential Number,Doc. Condition No.,Tax Code,Del. Note Quantity,Delivery Note Unit,Material,GR/IR clearing value in FC,Local currency,Quantity,Batch,Document Date,Calcn of value open,Unplanned Acct Assgmt: Inv. Verification,Created by,Service,Package Number,Service line,Seq. No. of PO Acc. Assignment,SRV Returns Indicator,GR/IR clearing value in FC,FC invoice amount,SAP Release,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Val. GR Blocked Stock in OUn,Valuated GR Blocked Stock in OPUn,Origin Acceptance,GR/IR clearing value in local currency,Exch. Rate Diff. Amt,Retention in Document Currency,Retention in Company Code Currency,Posted Retention in Document Currency,Posted Security Retention in CC Crcy,Multiple Account Assignment,Exchange Rate,Origin of an Invoice Item,Delivery,Item,Stock Segment,Data Filter Value for Data Aging,SES Unit of Measure,Logical System,SLQUpd.,Quantity in Parallel Unit of Measure,GR Blocked Stock in Base/Parallel UoM,Parallel Unit of Measure Type,GR Blkd Stk in Basis or Parallel UoM,Die complete flag,Season Year,Season,Collection,Theme,Quantity,Characteristic Value 1,Characteristic Value 2,Characteristic Value 3
4500001492,1,0,1,2020,5000001121,1,E,101,6/13/2020,63.000,63.000,"44,186.31","44,186.31",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:00:54 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,63.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001493,1,0,1,2020,5000001122,1,E,101,6/13/2020,80.000,80.000,"11,669.60","11,669.60",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:00:58 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,80.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001494,1,0,1,2020,5000001123,1,E,101,6/13/2020,48.000,48.000,"32,115.84","32,115.84",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:02 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,48.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001495,1,0,1,2020,5000001124,1,E,101,6/13/2020,249.000,249.000,"51,876.66","51,876.66",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:06 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,249.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001496,1,0,1,2020,5000001125,1,E,101,6/13/2020,112.000,112.000,"12,815.04","12,815.04",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:10 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,112.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001497,1,0,1,2020,5000001126,1,E,101,6/13/2020,295.000,295.000,"98,895.80","98,895.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:14 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,295.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001498,1,0,1,2020,5000001127,1,E,101,6/13/2020,271.000,271.000,"51,430.38","51,430.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:18 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,271.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001499,1,0,1,2020,5000001128,1,E,101,6/13/2020,329.000,329.000,"33,821.20","33,821.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:22 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,329.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001500,1,0,1,2020,5000001129,1,E,101,6/13/2020,"1,231.000","1,231.000","50,298.66","50,298.66",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:25 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,"1,231.000",,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001501,1,0,1,2020,5000001130,1,E,101,6/13/2020,219.000,219.000,"14,907.33","14,907.33",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:01:28 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,219.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001506,1,0,1,2020,5000001135,1,E,101,6/14/2020,32.000,32.000,"21,410.56","21,410.56",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/14/2020,5:01:11 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,32.000,,6/14/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001518,1,0,1,2020,5000001147,1,E,101,6/15/2020,79.000,79.000,"52,857.32","52,857.32",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/15/2020,5:01:03 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,79.000,,6/15/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001530,1,0,1,2020,5000001159,1,E,101,6/16/2020,60.000,60.000,"40,144.80","40,144.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/16/2020,5:01:07 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,60.000,,6/16/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001542,1,0,1,2020,5000001171,1,E,101,6/17/2020,52.000,52.000,"34,792.16","34,792.16",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/17/2020,5:01:07 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,52.000,,6/17/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001548,1,0,1,2020,5000001177,1,E,101,6/17/2020,745.000,745.000,"30,440.70","30,440.70",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/17/2020,5:01:31 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,745.000,,6/17/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001549,1,0,1,2020,5000001178,1,E,101,6/17/2020,365.000,365.000,"24,845.55","24,845.55",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/17/2020,5:01:33 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,365.000,,6/17/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001550,1,0,1,2020,5000001179,1,E,101,6/17/2020,138.000,138.000,"11,975.64","11,975.64",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/17/2020,5:01:36 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,138.000,,6/17/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001551,1,0,1,2020,5000001180,1,E,101,6/18/2020,89.000,89.000,"153,986.91","153,986.91",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:00:51 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,89.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001552,1,0,1,2020,5000001181,1,E,101,6/18/2020,68.000,68.000,"47,693.16","47,693.16",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:02 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,68.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001553,1,0,1,2020,5000001182,1,E,101,6/18/2020,136.000,136.000,"19,838.32","19,838.32",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:06 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,136.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001554,1,0,1,2020,5000001183,1,E,101,6/18/2020,34.000,34.000,"22,748.72","22,748.72",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:10 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,34.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001555,1,0,1,2020,5000001184,1,E,101,6/18/2020,249.000,249.000,"51,876.66","51,876.66",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:15 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,249.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001556,1,0,1,2020,5000001185,1,E,101,6/18/2020,153.000,153.000,"17,506.26","17,506.26",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:18 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,153.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001557,1,0,1,2020,5000001186,1,E,101,6/18/2020,272.000,272.000,"91,185.28","91,185.28",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:22 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,272.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001558,1,0,1,2020,5000001187,1,E,101,6/18/2020,146.000,146.000,"27,707.88","27,707.88",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:26 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,146.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001559,1,0,1,2020,5000001188,1,E,101,6/18/2020,419.000,419.000,"43,073.20","43,073.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:30 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,419.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001560,1,0,1,2020,5000001189,1,E,101,6/18/2020,"1,392.000","1,392.000","56,877.12","56,877.12",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:33 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,"1,392.000",,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001561,1,0,1,2020,5000001190,1,E,101,6/18/2020,687.000,687.000,"46,764.09","46,764.09",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:36 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,687.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001562,1,0,1,2020,5000001191,1,E,101,6/18/2020,167.000,167.000,"14,492.26","14,492.26",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/18/2020,5:01:39 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,167.000,,6/18/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001563,1,0,1,2020,5000001192,1,E,101,6/19/2020,66.000,66.000,"114,192.54","114,192.54",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:00:51 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,66.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001564,1,0,1,2020,5000001193,1,E,101,6/19/2020,74.000,74.000,"51,901.38","51,901.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:02 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,74.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001565,1,0,1,2020,5000001194,1,E,101,6/19/2020,89.000,89.000,"12,982.43","12,982.43",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:06 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,89.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001566,1,0,1,2020,5000001195,1,E,101,6/19/2020,27.000,27.000,"18,065.16","18,065.16",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:10 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,27.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001567,1,0,1,2020,5000001196,1,E,101,6/19/2020,357.000,357.000,"74,377.38","74,377.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:14 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,357.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001568,1,0,1,2020,5000001197,1,E,101,6/19/2020,153.000,153.000,"17,506.26","17,506.26",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:18 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,153.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001569,1,0,1,2020,5000001198,1,E,101,6/19/2020,233.000,233.000,"78,110.92","78,110.92",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:22 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,233.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001570,1,0,1,2020,5000001199,1,E,101,6/19/2020,154.000,154.000,"29,226.12","29,226.12",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:26 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,154.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001571,1,0,1,2020,5000001200,1,E,101,6/19/2020,248.000,248.000,"25,494.40","25,494.40",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:29 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,248.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001572,1,0,1,2020,5000001201,1,E,101,6/19/2020,486.000,486.000,"19,857.96","19,857.96",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:33 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,486.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001573,1,0,1,2020,5000001202,1,E,101,6/19/2020,769.000,769.000,"52,345.83","52,345.83",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:35 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,769.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001574,1,0,1,2020,5000001203,1,E,101,6/19/2020,293.000,293.000,"25,426.54","25,426.54",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/19/2020,5:01:38 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,293.000,,6/19/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001575,1,0,1,2020,5000001204,1,E,101,6/20/2020,51.000,51.000,"88,239.69","88,239.69",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:00:53 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,51.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001576,1,0,1,2020,5000001205,1,E,101,6/20/2020,85.000,85.000,"59,616.45","59,616.45",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:05 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,85.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001577,1,0,1,2020,5000001206,1,E,101,6/20/2020,175.000,175.000,"25,527.25","25,527.25",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:09 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,175.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001578,1,0,1,2020,5000001207,1,E,101,6/20/2020,63.000,63.000,"42,152.04","42,152.04",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:13 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,63.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001579,1,0,1,2020,5000001208,1,E,101,6/20/2020,307.000,307.000,"63,960.38","63,960.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:17 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,307.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001580,1,0,1,2020,5000001209,1,E,101,6/20/2020,137.000,137.000,"15,675.54","15,675.54",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:21 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,137.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001581,1,0,1,2020,5000001210,1,E,101,6/20/2020,215.000,215.000,"72,076.60","72,076.60",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:25 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,215.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001582,1,0,1,2020,5000001211,1,E,101,6/20/2020,155.000,155.000,"29,415.90","29,415.90",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:29 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,155.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001583,1,0,1,2020,5000001212,1,E,101,6/20/2020,339.000,339.000,"34,849.20","34,849.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:32 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,339.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
